Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
Pakistan,2001,..,..,..,42.75,65.19999695,38.70999908,20.81999969,15.56000042,21.76000023,36.43999863,19.23999977,39.52999878,16.1079998,..,..,..,16.16699982,16.36,82.52899933,86.2,50.43000031,52.32,..,..,..,6660322,15.50650119,36291405,42951804,..,..,..,38470298,40835673,79305975,19.58947758,..
Pakistan,2002,..,..,..,42.50999832,64.80000305,38.45000076,20.67000008,15.52000046,21.61000061,36.81999969,19.68000031,39.93999863,16.15500069,..,..,..,16.21199989,16.51,82.58699799,86.12,50.45000076,52.32,..,..,..,6891718,15.55878448,37403020,44294707,..,..,..,39694236,42068226,81762462,19.63020849,19.63012101
Pakistan,2003,..,..,..,42.09000015,64.41000366,37.81000137,20.76000023,15.64999962,21.73999977,37.15000153,19.94000053,40.45000076,16.91500092,..,..,..,16.97500038,17.46,82.2009964,86.19,50.59000015,52.8,..,..,..,7445813,16.26135115,38342981,45788403,..,..,..,40957568,43343042,84300616,20.65060173,..
Pakistan,2004,..,..,..,42.56999969,65.86000061,37.86000061,20.54999924,15.35999966,21.60000038,36.88000107,18.78000069,40.54000092,17.69599915,..,..,..,17.75799942,18.45,81.79100037,86.25,50.72999954,53.29,..,..,..,8038171,16.98016745,39300334,47338585,..,..,..,42264297,44664356,86928659,21.71143444,21.71179741
Pakistan,2005,..,..,..,43.06999969,67.25,37.95999908,20.31999969,15.06000042,21.43000031,36.61999893,17.69000053,40.61000061,18.2670002,..,..,..,18.32799911,19.04,80.6269989,85.09,50.38000107,52.96,..,..,..,8562607,17.66269001,39915976,48478499,35.36751938,64.06047821,49.87363815,43615931,46035091,89651022,22.73183842,..
Pakistan,2006,..,..,..,43.38999939,69.12000275,37.68999863,20.72999954,14.86999989,22.03000069,35.88000107,16.02000046,40.27999878,18.86400032,..,..,..,18.92399979,19.68,79.43499756,83.82,50.02999878,52.59,63.43000031,28.86000061,82.40000153,9120744,18.38105684,40499540,49620346,39.61323166,67.65184021,54.15121078,44986053,47413562,92399584,23.82325218,23.8231999
Pakistan,2007,..,..,..,43.63999939,72.76000214,37.06999969,20.97999954,12.47000027,22.89999962,35.38999939,14.77000046,40.04000092,19.23800087,..,..,..,19.2859993,20.04,79.17500305,83.66,50.04999924,52.67,62.74000168,27.78000069,82.83999634,9588715,18.7396277,41579140,51168119,38.45775986,65.00493622,52.13682938,46396534,48845321,95241842,24.35869726,24.35881301
Pakistan,2008,..,..,..,44.70000076,75.34999847,37.59000015,20.11000061,12.01000023,21.98999977,35.18999863,12.63000011,40.41999817,19.72100067,..,..,..,19.8239994,20.54,78.76200104,83.09,50.08000183,52.61,64.69999695,25.94000053,84.70999908,10165287,19.26398056,42602713,52768362,40.08118057,68.8660965,55.526371,47842720,50322574,98165302,25.16949689,25.17006832
Pakistan,2009,..,..,..,43.31000137,72.88999939,36.02000046,20.98999977,12.56999969,23.05999947,35.70999908,14.53999996,40.91999817,20.87599945,..,64.05999756,67.41999817,20.95199966,21.7,78.62400055,83.12,50.54000092,53.17,62.61000061,26.92000008,83.91999817,11076244,20.18765576,43790039,54866420,40.31462097,68.62761688,54.89263916,49318436,51834354,101152817,26.64835104,26.64894266
Pakistan,2010,..,..,..,43.38999939,74.08999634,35.45999908,21.42000008,11.51000023,23.97999954,35.18999863,14.39999962,40.56000137,21.86400032,..,65.91000366,67.75,22.00399971,22.81,78.55500031,82.94,51,53.61,61.40999985,26.87000084,82.08000183,11985709,21.02269898,45027691,57013179,41.01552963,68.90061188,55.37519073,50815769,53371278,104187043,28.01094727,28.01116822
Pakistan,2011,..,..,..,43.49000168,74.47000122,35.31000137,21.77000046,11.42000008,24.5,34.74000168,14.10999966,40.18999863,22.0359993,..,66.34999847,69.55000305,22.18600082,23.18,77.94799805,82.64,50.77000046,53.63,61.38000107,27.12999916,81.93000031,12426493,21.29840819,45918431,58344703,41.97539139,66.99114227,54.73802185,52247923,54853807,107101806,28.46256656,28.46241885
Pakistan,2012,..,..,..,42.88999939,74.83000183,34.40999985,22.31999969,11.27000046,25.25,34.79000092,13.89999962,40.34000015,22.00900078,..,..,..,22.4640007,23.39,78.36599731,83.07,51.11000061,53.95,..,..,..,12933529,21.42982749,47419160,60352931,43.07189178,69.85822296,56.76433945,53706703,56353987,110060746,28.66549457,..
Pakistan,2013,..,..,..,42.24000168,75.16999817,33.49000168,22.92000008,11.13000011,26.05999947,34.84000015,13.71000004,40.45999908,21.96699905,..,65.41000366,69.33999634,22.74500084,23.62,78.78199768,83.48,51.45000076,54.27,64.34999847,32.90000153,84.62999725,13454872,21.56243206,48944686,62399603,41.97494125,68.62934113,55.59498978,55184366,57875895,113060252,28.87080997,28.8706614
Pakistan,2014,..,..,..,42.22999954,73.19999695,33.79000092,22.87000084,12.94999981,25.57999992,34.88999939,13.85000038,40.63999939,22.4810009,..,71.91999817,72,22.94400024,24.07,77.72599792,82.92,51,54.19,61.61999893,29.26000023,82.61000061,13936863,21.94811576,49562132,63499132,44.28342056,69.06681061,56.97714996,56670884,59425542,116096389,29.51908095,29.51944855
Pakistan,2015,..,..,..,41.00999832,72.08000183,32.56999969,24.02000046,14.51000023,26.60000038,34.97000122,13.42000008,40.81999969,22.46199989,..,73.16999817,70.98999786,23.93600082,25.09,78.79499817,83.67,52.02999878,55.08,69.01000214,39.11000061,90.04000092,14919959,22.44504169,51553077,66473296,..,..,..,58160519,61003778,119164298,30.37756378,30.377522
Pakistan,2016,..,..,..,42.27000046,73.23999786,34.09999847,23.59000015,14.06000042,26.11000061,34.13000107,12.69999981,39.79000092,21.79700089,..,..,..,23.11199951,24.24,78.90499878,84.03,51.68299866,54.85,..,..,..,14765270,21.81856134,52908110,67672977,..,..,..,59608997,62541951,122150863,29.29091929,..
Pakistan,2017,..,..,..,39.86000061,69.98999786,32.11000061,24.29000092,15.23999977,26.62000084,35.84999847,14.77999973,41.27000046,21.1609993,..,..,..,22.30200005,23.42,78.99099731,84.37,51.3370018,54.64,..,..,..,14594235,21.19237992,54270697,68865484,46.46767044,71.11599731,59.13204956,61062099,64113200,125175221,28.23359725,..
Pakistan,2018,..,..,..,37.41999817,66.43000031,30.14999962,24.98999977,16.46999931,27.12000084,37.59999847,17.11000061,42.72999954,20.53000069,..,72.56999969,71.05000305,21.50799942,22.62,79.05699921,84.69,50.99000168,54.43,61.20000076,29.20999908,84.52999878,14410071,20.57173759,55638062,70047904,45.39839935,69.27658081,57.01057053,62518840,65704035,128222837,27.20568658,27.20597514
Pakistan,2019,..,..,..,36.91999817,65.18000031,29.73999977,24.95999908,16.81999969,27.03000069,38.13000107,18.01000023,43.24000168,20.52599907,..,..,..,21.41799927,22.63,79.0510025,84.79,50.94900131,54.5,64.66999817,36.02999878,85.65000153,14688667,20.49783188,56971073,71659613,46.49003983,69.28746033,57.99885941,63986169,67302695,131288856,27.09389962,29.45522969
Pakistan,2020,..,..,..,..,..,..,..,..,..,..,..,..,19.58099937,..,..,..,20.60899925,..,77.71900177,..,49.875,..,..,..,..,14466863,20.14621918,57342447,71809320,..,..,..,65468556,68904197,134372752,26.51732367,..
Pakistan,2021,..,..,..,..,..,..,..,..,..,..,..,..,19.65699959,..,..,..,20.72699928,..,78.07900238,..,50.11800003,..,..,..,..,14875767,20.16227224,58905142,73780211,..,..,..,..,..,..,26.54618867,..
Philippines,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.22600174,48.56,75.6190033,77.96,61.45399857,63.42,..,..,..,8613410,38.33919982,13852840,22466327,93.18071747,93.97168732,93.57389832,17120625,17492331,34612955,62.4525578,58.13355863
Philippines,1991,..,..,..,44.90999985,32.02999878,52.77000046,14.39999962,13.27999973,15.09000015,40.68999863,54.70000076,32.13000107,45.41799927,..,..,..,47.34400177,48.77,75.69999695,78.25,61.54600143,63.66,..,..,..,8882763,38.3963206,14251757,23134412,..,..,..,17616230,17982939,35599171,62.54161648,57.0510471
Philippines,1992,..,..,..,45.27000046,32.25,53.22000122,14.68999958,13.71000004,15.30000019,40.04000092,54.04999924,31.48999977,45.51100159,..,..,..,47.42900085,48.93,75.75700378,78.46,61.61000061,63.84,..,..,..,9157239,38.44470398,14662052,23819247,..,..,..,18135902,18496487,36632391,62.60675381,57.91959405
Philippines,1993,..,..,..,45.68999863,32.66999817,53.65999985,14.25,13,15.01000023,40.06999969,54.33000183,31.32999992,45.5530014,..,..,..,47.44599915,48.99,75.77300262,78.55,61.61899948,63.91,..,..,..,9427466,38.47227837,15077290,24504569,..,..,..,18673788,19027314,37701104,62.61596809,58.42092326
Philippines,1994,..,..,..,45.09000015,32.00999832,53.08000183,14.5,13.10000038,15.35999966,40.40999985,54.88999939,31.55999947,45.52000046,..,..,..,47.37799835,48.96,75.73699951,78.51,61.56000137,63.87,..,..,..,9685408,38.4728499,15489465,25174657,94.53865051,93.30285645,93.91596985,19220288,19565887,38786172,62.55594842,57.96888557
Philippines,1995,..,..,..,43.40999985,30.12000084,51.54999924,14.81000042,13.18999958,15.80000019,41.77999878,56.68999863,32.63999939,45.44599915,..,..,..,47.29899979,48.92,75.69300079,78.45,61.49200058,63.81,..,..,..,9943671,38.46915476,15904932,25848426,..,..,..,19770710,20107926,39878635,62.48794379,59.72476014
Philippines,1996,..,..,..,42.84000015,30.67000008,50.29000092,14.80000019,12.30000019,16.32999992,42.36999893,57.04000092,33.38000107,45.34700012,..,..,..,47.18199921,48.84,75.6190033,78.33,61.38999939,63.7,..,..,..,10198578,38.45651144,16321160,26519769,..,..,..,20323684,20644484,40968168,62.39436802,59.20193578
Philippines,1997,..,..,..,39.50999832,27.44000053,46.90999985,15.78999996,12.68000031,17.70000076,44.70000076,59.88000107,35.38999939,45.24399948,..,..,..,47.08800125,48.79,75.55699921,78.24,61.30599976,63.62,..,..,..,10457084,38.44967819,16739495,27196805,..,..,..,20874527,21179392,42053924,62.32116382,59.39548669
Philippines,1998,..,..,..,37.88999939,25.56999969,45.49000168,15.81999969,12.52000046,17.86000061,46.29000092,61.90999985,36.65000153,45.24700165,..,..,..,47.19100189,48.98,75.63500214,78.46,61.38999939,63.82,..,..,..,10762770,38.49800558,17193786,27956695,..,..,..,21430609,21720142,43150766,62.39307273,59.46435189
Philippines,1999,..,..,..,38.84000015,26.51000023,46.45000076,15.35000038,12.57999992,17.05999947,45.81000137,60.90999985,36.49000168,45.27899933,..,..,..,47.16699982,49,75.6230011,78.47,61.36500168,63.83,..,..,..,11047839,38.51270401,17638300,28686220,..,..,..,22001622,22275974,44277606,62.37123512,61.07850515
Philippines,2000,..,..,..,37.11000061,23.79000092,45.31999969,15.85999966,13.02999973,17.61000061,47.02999878,63.18999863,37.06999969,45.22900009,..,..,..,47.09700012,48.96,75.57800293,78.38,61.29999924,63.75,..,..,..,11330617,38.51736874,18086103,29416903,92.65490723,92.54499817,92.60005951,22590137,22849217,45439351,62.31575101,60.19912863
Philippines,2001,..,..,..,37.02999878,24.17000008,44.99000168,15.68999958,12.39000034,17.72999954,47.27999878,63.43999863,37.27999878,45.18399811,..,..,..,47.07600021,48.98,75.56999969,78.37,61.27399826,63.75,..,..,..,11626448,38.5484051,18533899,30160646,..,..,..,23176163,23402667,46578820,62.29456187,62.66947459
Philippines,2002,..,..,..,37,24.62999916,44.68000031,15.60999966,11.77999973,17.98999977,47.38999939,63.59000015,37.33000183,45.17900085,..,..,..,47.03300095,48.63,75.54599762,77.98,61.22700119,63.37,..,..,..,11924174,38.57775183,18985329,30909458,..,..,..,23777522,23969183,47746666,62.25743577,63.97723342
Philippines,2003,..,..,..,36.41999817,24.12999916,44.02999878,15.60000038,11.64999962,18.04000092,47.97999954,64.22000122,37.91999817,45.13999939,54.28571,..,..,46.94499969,48.29,75.48300171,77.59,61.13999939,62.99,..,..,..,12211856,38.59087421,19432744,31644414,93.56452942,91.63449097,92.59069061,24382864,24546081,48928879,62.19280981,62.1918909
Philippines,2004,..,..,..,35.97000122,23.73999977,43.43999863,15.59000015,11.5,18.09000015,48.43999863,64.76000214,38.47000122,44.81499863,52.89536,..,..,46.62599945,47.97,76.58300018,78.18,61.52000046,63.12,..,..,..,12434200,38.10877708,20194206,32628179,..,..,..,24982173,25134368,50116489,60.88296272,60.88319561
Philippines,2005,..,..,..,35.38999939,23.34000015,42.93000031,15.47999954,11.35999966,18.05999947,49.13000107,65.30999756,39.00999832,45.375,..,..,..,47.36700058,48.83,75.97399902,77.66,61.59000015,63.29,..,..,..,12940962,38.67022677,20523897,33464924,..,..,..,25578051,25742646,51320692,62.34633057,62.34689841
Philippines,2006,..,..,..,34.81000137,22.95999908,42.31999969,15.52999973,11.19999981,18.26000023,49.65999985,65.83999634,39.41999817,45.44400024,..,..,..,47.4980011,49.34,75.47799683,77.49,61.41999817,63.47,..,..,..,13307816,38.85503819,20942099,34249911,..,..,..,26180855,26405277,52586114,62.92959948,62.92909405
Philippines,2007,..,..,..,34.22000122,22.59000015,41.59999847,15.67000008,11.03999996,18.60000038,50.11000061,66.37000275,39.79999924,45.72000122,..,..,..,47.48099899,49.42,75.14199829,77.28,61.25999832,63.43,..,..,..,13637258,38.89894313,21420730,35058171,..,..,..,26788584,27095387,53883967,63.18836346,63.1887143
Philippines,2008,..,..,..,34.02999878,22.37000084,41.29000092,15.57999992,10.84000015,18.54000092,50.38999939,66.79000092,40.16999817,45.04299927,..,..,..,46.92499924,48.97,75.28900146,77.78,61.06999969,63.48,..,..,..,13823903,38.51859573,22064999,35888907,95.82563019,95.01213074,95.42009735,27428531,27823527,55252065,62.32649965,62.32576612
Philippines,2009,..,..,..,33.75999832,22.20000076,41.06999969,15.51000023,10.57999992,18.62000084,50.74000168,67.22000122,40.31999969,45.74200058,..,..,..,47.71500015,49.83,75.21399689,77.82,61.43999863,63.94,64.81999969,56.59999847,74.80999756,14430293,38.89964231,22665749,37096210,..,..,..,28108164,28577080,56685248,63.43899025,63.43829166
Philippines,2010,18.04529953,14.79566002,16.43481064,32.91999817,21.64999962,40.11999893,15.72000027,10.48999977,19.05999947,51.36000061,67.86000061,40.83000183,46.14899826,47.45594,..,..,47.96900177,50.04,74.93099976,77.49,61.43000031,63.89,65.05000305,57.04999924,74.73000336,14898447,39.10078401,23204397,38102681,..,..,..,28809653,29329080,58138731,64.0175654,64.01706835
Philippines,2011,..,..,..,32.68000031,21.35000038,39.95000076,15.27999973,10.22999954,18.53000069,52.04000092,68.41999817,41.52999878,46.93000031,49.67769,..,..,48.79800034,50.91,75.69999695,78.27,62.22999954,64.72,65.12999725,57.27000046,74.63999939,15497515,39.26218179,23974241,39471864,..,..,..,29429700,29967302,59396986,64.46235443,64.46204862
Philippines,2012,..,..,..,32.15999985,20.94000053,39.36000061,15.27000046,10.06999969,18.61000061,52.56000137,68.98999786,42.02999878,46.5359993,48.34985,..,..,48.33599854,50.53,75.17299652,77.81,61.72999954,64.29,64.04000092,57.09999847,72.77999878,15701873,39.2232049,24329751,40032101,..,..,..,30068248,30596373,60664608,64.29968309,64.29996171
Philippines,2013,19.23904037,14.71033001,16.99505997,31.04999924,20.12000084,38.09000015,15.57999992,10.13000011,19.07999992,53.38000107,69.75,42.81999969,46.39799881,50.7321,..,..,48.24100113,50.51,74.72599792,77.37,61.45000076,64.05,..,..,..,16025337,39.35224546,24697110,40722802,96.78736115,96.00833893,96.39800262,30708223,31214096,61922309,64.55718554,64.55713323
Philippines,2014,..,..,..,30.42000008,20.20000076,37.09999847,15.93999958,10.09000015,19.75,53.65000153,69.70999908,43.15999985,47.19900131,51.58015,..,..,49.02399826,51.38,75.40000153,77.97,62.16999817,64.78,63.49000168,56.88999939,71.93000031,16646321,39.55217847,25440791,42086989,..,..,..,31343681,31834930,63178605,65.01856402,65.01789736
Philippines,2015,..,..,..,29.19000053,18.95999908,35.91999817,16.19000053,10,20.26000023,54.61999893,71.04000092,43.81999969,47.02500153,..,..,..,48.59000015,51.1,74.32099915,77.02,61.40999985,64.16,63.15999985,57.00999832,71.05000305,16859122,39.7017401,25605349,42464441,98.24175262,98.12325287,98.18254852,31977373,32472300,64449670,65.37856153,65.37891923
Philippines,2016,..,..,..,26.89999962,17.23999977,33.13000107,17.36000061,9.949999809,22.13999939,55.74000168,72.80999756,44.74000168,46.7480011,..,..,..,48.11999893,50.5,75.16899872,77.63,61.59000015,64.17,63.29999924,56.65999985,71.52999878,17048118,39.22201888,26417746,43465682,..,..,..,32569641,33065501,65635165,64.01575084,64.01651623
Philippines,2017,18.80533028,13.19266033,16.0239296,25.44000053,15.32999992,31.68000031,18.27000046,9.890000343,23.44000053,56.29000092,74.77999878,44.88000107,43.76699829,53.36885,..,..,44.97999954,47.39,73.41899872,76.12,59.13999939,61.87,..,..,..,16278068,38.18776605,26348391,42626395,..,..,..,33180992,33703577,66884608,61.26479566,61.26568243
Philippines,2018,..,..,..,24.29000092,14.35999966,30.54999924,19.05999947,9.829999924,24.87000084,56.63999939,75.80999756,44.58000183,44.25099945,..,..,..,45.46900177,47.94,72.60500336,75.38,58.97999954,61.77,..,..,..,16809449,38.70798103,26616934,43426313,..,..,..,33800341,34365223,68165589,62.6251631,62.62416844
Philippines,2019,27.01021957,21.78454971,24.41179085,22.86000061,13.60999966,28.70000076,19.12000084,9.699999809,25.06999969,58.02999878,76.69000244,46.24000168,45.32500076,..,..,..,46.50299835,49.13,72.48899841,75.24,59.43999863,62.3,..,..,..,17552572,39.28565641,27126900,44679340,96.85243225,95.70572662,96.27816772,34407302,35013432,69420734,64.15180147,64.15146183
Philippines,2020,..,..,..,..,..,..,..,..,..,..,..,..,41.46300125,..,..,..,42.61999893,..,66.99199677,..,54.75,..,..,..,..,16411308,39.1012192,25560039,41971346,..,..,..,34991277,35628991,70620268,63.61953814,63.6200445
Philippines,2021,..,..,..,..,..,..,..,..,..,..,..,..,42.66600037,..,..,..,43.83599854,..,68.30200195,..,56.00899887,..,..,..,..,17236753,39.32602078,26593384,43830402,..,..,..,..,..,..,64.17966865,..
Singapore,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.89699936,50.69,81.44499969,82.56,64.13300323,66.72,..,..,..,562393,36.64227727,972434,1534820,83.02684784,95.09316254,89.09600067,1104687,1117895,2222582,57.58118919,..
Singapore,1991,..,..,..,0.280000001,0.119999997,0.379999995,35.15999985,32.86000061,36.56000137,64.55999756,67.01999664,63.06000137,46.41500092,..,..,..,47.45199966,51.22,81.41200256,83.03,64.40799713,67.23,..,..,..,586828,36.88988129,1003945,1590756,..,..,..,1138639,1154361,2293003,58.28624548,61.85499678
Singapore,1992,..,..,..,0.319999993,0.090000004,0.460000008,34.63000107,32.06000137,36.18999863,65.05000305,67.86000061,63.34999847,46.48199844,..,..,..,48.01100159,51.84,81.10099792,83.23,64.56500244,67.68,..,..,..,612091,37.16128758,1035051,1647120,..,..,..,1172978,1194453,2367437,59.19902691,59.25874428
Singapore,1993,..,..,..,0.239999995,0.050000001,0.360000014,33.88000107,30.30999947,36.06999969,65.87999725,69.63999939,63.58000183,46.91500092,..,..,..,48.56999969,52.79,80.33599854,83.11,64.50800323,68.14,..,..,..,634453,37.5178881,1056622,1691068,..,..,..,1200725,1230710,2431447,60.45857471,57.86823355
Singapore,1994,..,..,..,0.300000012,0.129999995,0.400000006,32.75,28.40999985,35.41999817,66.94999695,71.44999695,64.18000031,47.52500153,..,..,..,49.22200012,53.59,80.0490036,83.21,64.74099731,68.64,..,..,..,662698,37.75542818,1092546,1755239,..,..,..,1236091,1276668,2512765,61.48983486,59.00084414
Singapore,1995,..,..,..,0.239999995,0.119999997,0.319999993,30.95999908,25,34.66999817,68.80000305,74.88999939,65.01000214,48.32400131,..,..,..,50.04999924,54.4,80.02100372,83.4,65.19000244,69.19,..,..,..,694291,37.99231826,1133156,1827451,..,..,..,1271525,1323568,2595092,62.54607779,61.95920537
Singapore,1996,..,..,..,0.189999998,0.100000001,0.25,30.25,25.94000053,32.93000031,69.55999756,73.95999908,66.81999969,48.67100143,..,..,..,50.63199997,55.24,79.74199677,83.56,65.38800049,69.73,..,..,..,729839,38.1825392,1181595,1911447,..,..,..,1318946,1383269,2702196,63.49477317,59.89773824
Singapore,1997,..,..,..,0.180000007,0.090000004,0.239999995,30.79999924,26.79999924,33.31999969,69.01999664,73.12000275,66.44999695,49.80099869,..,..,..,51.13299942,55.94,79.47799683,83.64,65.55599976,70.17,..,..,..,761656,38.3099589,1226468,1988141,..,..,..,1360823,1439324,2800107,64.33604452,60.62944759
Singapore,1998,..,..,..,0.180000007,0.079999998,0.239999995,30.13999939,25.40999985,33.02999878,69.69000244,74.51000214,66.73000336,49.28499985,..,..,..,51.17699814,55.34,80.17500305,84.07,65.98400116,70.16,..,..,..,789791,37.95568486,1291011,2080824,..,..,..,1408123,1501372,2909438,63.83161358,60.91291009
Singapore,1999,..,..,..,0.170000002,0.079999998,0.230000004,29.53000069,25.03000069,32.31999969,70.30000305,74.88999939,67.45999908,49.04000092,..,..,..,51.72999954,56.27,79.33999634,83.54,65.86000061,70.38,..,..,..,807748,38.34806887,1298594,2106359,..,..,..,1423223,1525966,2949130,65.20040576,..
Singapore,2000,..,..,..,0.159999996,0.07,0.209999993,27.95000076,22.97999954,31.09000015,71.88999939,76.94999695,68.69999695,50.35599899,..,..,..,52.1590004,56.8,79.1740036,83.45,65.98999786,70.6,..,..,..,833449,38.57352977,1327232,2160676,88.64517975,96.56510162,92.54940033,1454668,1562454,3017120,65.87894767,..
Singapore,2001,..,..,..,0.150000006,0.07,0.209999993,26.57999992,21.09000015,30.06999969,73.26999664,78.83999634,69.72000122,50.58300018,..,..,..,52.63000107,57.46,79.06999969,83.49,66.12000275,70.9,..,..,..,869271,38.98506293,1360489,2229754,..,..,..,1499606,1599213,3098810,66.56127643,..
Singapore,2002,..,..,..,0.150000006,0.07,0.200000003,25.97999954,20.82999992,29.27000046,73.87000275,79.11000061,70.52999878,48.67300034,..,..,..,51.66199875,56.55,78.57299805,83.2,65.31999969,70.23,..,..,..,867890,38.94912008,1360400,2228266,..,..,..,1521389,1605034,3126457,65.7503214,..
Singapore,2003,..,..,..,0.140000001,0.07,0.189999998,25.89999962,20.65999985,29.34000015,73.94999695,79.27999878,70.45999908,49.13700104,..,..,..,52.38499832,57.42,78.00800323,82.75,65.31999969,70.36,..,..,..,874824,39.7130101,1328063,2202865,..,..,..,1509349,1575319,3084752,67.15336395,..
Singapore,2004,..,..,..,0.140000001,0.059999999,0.189999998,24.90999985,19.75,28.35000038,74.95999908,80.18000031,71.45999908,49.56399918,..,..,..,52.84700012,57.99,77.4960022,82.41,65.25,70.42,..,..,..,900719,40.23804588,1337789,2238476,..,..,..,1538495,1596056,3134634,68.19319529,..
Singapore,2005,..,..,..,0.129999995,0.059999999,0.180000007,22.73999977,17.57999992,26.20000076,77.12000275,82.36000061,73.62000275,50.30500031,..,..,..,53.54600143,58.49,78.06800079,82.54,65.88899994,70.75,..,..,..,938982,40.36101232,1387483,2326458,..,..,..,1581709,1643134,3224846,68.58892362,69.89247168
Singapore,2006,17.08728981,22.27088928,19.59645081,0.129999995,0.059999999,0.170000002,23.29999924,17.39999962,27.23999977,76.56999969,82.55000305,72.58999634,51.50400162,..,..,..,54.19200134,59.22,78.55799866,83.02,66.52300262,71.41,..,..,..,980895,40.23948544,1456747,2437643,..,..,..,1631630,1715568,3347294,68.98342915,..
Singapore,2007,17.82677078,22.53796005,20.09313011,0.119999997,0.050000001,0.170000002,23.60000038,17.81999969,27.42000008,76.27999878,82.12999725,72.41000366,52.43500137,..,..,..,54.80799866,59.93,78.99700165,83.4,67.15000153,72.06,..,..,..,1032527,39.97529146,1550398,2582913,..,..,..,1698281,1818361,3516747,69.37984672,..
Singapore,2008,19.48114014,24.28256035,21.80306053,0.119999997,0.050000001,0.170000002,23.73999977,17.18000031,28.20000076,76.13999939,82.76999664,71.62999725,54.72900009,..,..,..,57.25999832,62.52,78.55999756,82.69,68.23000336,73.06,..,..,..,1135822,40.69981689,1654911,2790730,..,..,..,1788902,1955511,3744457,72.88696551,..
Singapore,2009,20.30797005,24.97109985,22.54011917,0.109999999,0.050000001,0.159999996,23.23999977,16.45999908,27.71999931,76.65000153,83.48999786,72.12999725,53.16199875,..,..,..,56.88700104,62.07,78.78500366,82.71,68.26000214,72.95,87.94999695,82.05000305,93.30000305,1162896,40.0552902,1740339,2903227,..,..,..,1843397,2053393,3896763,72.205367,..
Singapore,2010,21.60116005,25.91202927,23.68022919,0.109999999,0.050000001,0.150000006,21.86000061,15.35000038,26.21999931,78.02999878,84.59999847,73.62000275,55.51300049,..,..,..,58.08000183,63.39,78.65000153,82.56,68.83000183,73.56,88.65000153,82.79000092,94.09999847,1210681,40.28451489,1794635,3005326,93.77481079,98.03713989,95.85733032,1877125,2120603,3997725,73.84615474,..
Singapore,2011,22.72257042,26.50612068,24.54940033,0.109999999,0.039999999,0.150000006,20.87000084,14.48999977,25.19000053,79.01999664,85.47000122,74.66999817,56.2820015,..,..,..,58.83000183,64.24,78.47100067,82.32,69.12000275,73.86,..,..,..,1252209,40.5223075,1837978,3090172,94.06833649,98.39283752,96.18604279,1908065,2166522,4074425,74.97037291,..
Singapore,2012,23.46401024,28.09943962,25.67773056,0.100000001,0.039999999,0.140000001,20.54000092,14.53999996,24.62999916,79.36000061,85.41999817,75.23000336,57.26699829,..,..,..,59.79800034,65.38,78.88800049,82.89,69.80999756,74.7,..,..,..,1306534,40.73488624,1900882,3207408,94.35958862,98.46945953,96.36978912,1948880,2218453,4167133,75.80113574,75.92787059
Singapore,2013,25.15990067,29.71894073,27.33844948,0.100000001,0.039999999,0.140000001,19.87999916,14.60000038,23.5,80.02999878,85.36000061,76.36000061,57.47999954,..,..,..,60.12900162,65.87,78.65899658,82.61,69.84999847,74.79,..,..,..,1339266,40.92505876,1933212,3272484,94.64186859,98.5425415,96.54801941,1977196,2254217,4231259,76.44262479,76.64907142
