Series Name,Series Code,Country Name,Country Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7099990844727,31.7099990844727,31.6700000762939,31.7199993133545,31.2199993133545,30.6100006103516,30.3199996948242,30.1299991607666,29.7600002288818,30.4699993133545,29.5900001525879,29.9200000762939,29.9500007629395,30.6800003051758,30.6499996185303,31.1800003051758,31.1499996185303,31.6599998474121,31.2700004577637,31.1000003814697,30.9699993133545,30.9599990844727,30.6299991607666,30.5300006866455,29.3400001525879,29.1700000762939,29.6000003814697,30.0900001525879,29.1700000762939,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.1000003814697,14.0100002288818,12.9700002670288,11.9700002670288,11.1599998474121,10.4200000762939,10.6099996566772,10.8500003814697,11.0699996948242,11.3000001907349,11.8800001144409,12.4200000762939,13.0200004577637,13.6800003051758,14.460000038147,15.1300001144409,16.1000003814697,17.0900001525879,18.0799999237061,19.2099990844727,19.6900005340576,20.2000007629395,20.6900005340576,21.1299991607666,21.6900005340576,22.2199993133545,21.9500007629395,22.3799991607666,22.8700008392334,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.44999980926514,6.53000020980835,6.55999994277954,6.65000009536743,6.75,6.82999992370605,6.92000007629395,7.05000019073486,7.32999992370605,7.73000001907349,8.21000003814697,8.68000030517578,8.81999969482422,9.01000022888184,9.14000034332275,8.98999977111816,8.23999977111816,7.34999990463257,6.88000011444092,6.55999994277954,9.63000011444092,10.4399995803833,11.4499998092651,12.4200000762939,9.9399995803833,10.3199996948242,10.7299995422363,10.6599998474121,10.5500001907349,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.09000015258789,5.25,5.32000017166138,4.78999996185303,5.1100001335144,5.28999996185303,5.48000001907349,5.65000009536743,6.3899998664856,7.28999996185303,9.17000007629395,10,10.6899995803833,11.6199998855591,12.8000001907349,13.960000038147,15.1499996185303,15.1199998855591,15.210000038147,15.6199998855591,16,17.8700008392334,19.9300003051758,23.9200000762939,25.5,27.0499992370605,26.4099998474121,28.3600006103516,29.4300003051758,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7700004577637,20.2399997711182,21.0599994659424,21.3999996185303,21.75,22.2999992370605,22.6700000762939,22.6700000762939,22.4500007629395,22.2600002288818,22.2999992370605,21.7099990844727,22.1399993896484,23.0200004577637,24.4899997711182,26.0599994659424,27.7999992370605,28.3999996185303,29.25,30.3600006103516,31.3500003814697,32.3199996948242,32.310001373291,32.3199996948242,31.8099994659424,31.6299991607666,31.1599998474121,31.5799999237061,30.8299999237061,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.1300010681152,36.7400016784668,34,32.9199981689453,32.189998626709,31.4500007629395,30.5699996948242,29.2900009155273,27.7700004577637,27.5,26.5200004577637,25.4400005340576,24.2900009155273,22.3199996948242,22.1299991607666,21.8199996948242,21.2000007629395,20.6200008392334,20.3799991607666,19.9899997711182,19.8700008392334,19.6800003051758,19.5900001525879,19.5400009155273,19.4200000762939,19.4500007629395,19.2000007629395,18.9200000762939,18.6399993896484,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3899993896484,16.4699993133545,16.5100002288818,16.7099990844727,16.9400005340576,17.1599998474121,17.2000007629395,17.3600006103516,17.7399997711182,17.9300003051758,18.2600002288818,18.5599994659424,19.1900005340576,20.0599994659424,20.6599998474121,21.2999992370605,22.0200004577637,22.2999992370605,22.9699993133545,23.6800003051758,24.7900009155273,25.8600006103516,25.9400005340576,26.1000003814697,26.25,26.5300006866455,26.7299995422363,26.8899993896484,27.0699996948242,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.25,16.1399993896484,17.3099994659424,21.25,19.8600006103516,20.3799991607666,20.4200000762939,19.2399997711182,19.0599994659424,18.9500007629395,20.2600002288818,20.4300003051758,19.1299991607666,20.0699996948242,20.2900009155273,20.3299999237061,21.0100002288818,20.75,20.6399993896484,20.9099998474121,22.9899997711182,24.3099994659424,24.1399993896484,25.0499992370605,25.8999996185303,25.3099994659424,25.4300003051758,25.7299995422363,26.0699996948242,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.2900009155273,39.75,39.6599998474121,39.8400001525879,39.4900016784668,39.3400001525879,39.3899993896484,38.6599998474121,38.4700012207031,38.1199989318848,37.5099983215332,36.9199981689453,36.2099990844727,35.5499992370605,35.25,35.1199989318848,34.9500007629395,34.75,33.9199981689453,33.3300018310547,33.1599998474121,33.189998626709,33.3199996948242,33.0499992370605,32.8800010681152,32.7000007629395,32.7299995422363,32.5200004577637,32.3600006103516,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.75,30.5,29.3500003814697,28.2999992370605,27.0699996948242,25.8400001525879,24.1100006103516,23.1900005340576,23.5799999237061,23.0100002288818,23.0100002288818,22.5799999237061,22.3400001525879,22.1200008392334,22.2800006866455,21.4500007629395,20.6900005340576,20.7000007629395,20.0100002288818,19.4500007629395,19.0900001525879,18.8600006103516,18.6200008392334,18.4200000762939,17.8899993896484,18.1399993896484,17.1800003051758,16.2399997711182,16.7000007629395,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1199989318848,40.7900009155273,39.5999984741211,39.7400016784668,39.9199981689453,39.2799987792969,38.5499992370605,34.310001373291,33.6100006103516,34.3600006103516,33.7000007629395,33.7700004577637,34.2200012207031,33.939998626709,33.9500007629395,33.5900001525879,33.1500015258789,32.6699981689453,32,32.4799995422363,32.1699981689453,32.0099983215332,36.2400016784668,32.939998626709,33.6800003051758,33.7099990844727,33.6599998474121,33.75,33.1599998474121,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.38000011444092,3.52999997138977,3.75,4.05999994277954,4.32000017166138,4.71999979019165,4.59999990463257,4.96999979019165,5.26999998092651,5.42000007629395,5.78000020980835,6.09000015258789,6.44000005722046,6.76000022888184,7.21999979019165,7.42000007629395,8.32999992370605,8.75,9.47999954223633,9.96000003814697,10.6899995803833,11.6599998474121,12.4300003051758,12.7600002288818,13.5600004196167,14.039999961853,14.8699998855591,15.9799995422363,16.3899993896484,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.4900016784668,52.3400001525879,51.7299995422363,51.1199989318848,50.1399993896484,49.2599983215332,48.4099998474121,47.5200004577637,45.8899993896484,43.0900001525879,46.7400016784668,44.3199996948242,41.8800010681152,39.6399993896484,39.7000007629395,37.1100006103516,29.8799991607666,32.5900001525879,26.5300006866455,23.1299991607666,21.8899993896484,21.7800006866455,21.7099990844727,26.7399997711182,27.0400009155273,23.5699996948242,18.2299995422363,17.1900005340576,16.6399993896484,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.7999992370605,31.3500003814697,32.1500015258789,32.4900016784668,32.939998626709,33.7299995422363,35.7999992370605,33.7000007629395,33.3600006103516,34,34.9900016784668,34.560001373291,34.8400001525879,32.9900016784668,32.6100006103516,33.2400016784668,31.6399993896484,32.1800003051758,30.8199996948242,31.5300006866455,32.7099990844727,31.9300003051758,32.6800003051758,32.6599998474121,32.5499992370605,32.0900001525879,32.060001373291,31.3099994659424,31.3199996948242,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3700008392334,21.0400009155273,20.6900005340576,20.3999996185303,20.1399993896484,19.9200000762939,19.8099994659424,19.7000007629395,19.5200004577637,19.0900001525879,18.4599990844727,18.3799991607666,18.5300006866455,17.7700004577637,16.4799995422363,16.3400001525879,15.8999996185303,15.9300003051758,15.3599996566772,15.6999998092651,16.1700000762939,16.25,16.4200000762939,16.8099994659424,17.2800006866455,17.6200008392334,17.7700004577637,18.1499996185303,18.2000007629395,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.5300006866455,19.8899993896484,19.0100002288818,18.8600006103516,19.5100002288818,19.6299991607666,19.6499996185303,18.6599998474121,18.2999992370605,16.6399993896484,16.1200008392334,15.3199996948242,13.7799997329712,18.2900009155273,18.6499996185303,19.2299995422363,16.2900009155273,18.4300003051758,18.4400005340576,20.1700000762939,21.8899993896484,23.9699993133545,26.0599994659424,26.7199993133545,26.5100002288818,24.4599990844727,25.3700008392334,26.7299995422363,27.6800003051758,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.53000020980835,7.11999988555908,7.96999979019165,8.14999961853027,8.85999965667725,9.39000034332275,9.97000026702881,10.3299999237061,10.7299995422363,11.4499998092651,11.9899997711182,12.8599996566772,13.7700004577637,14.4499998092651,15.0100002288818,15.6400003433228,16,16.4500007629395,16.8600006103516,17.2099990844727,17.2900009155273,17.4699993133545,17.7299995422363,18.1000003814697,18.3799991607666,17.3299999237061,16.3099994659424,17.4899997711182,16.9300003051758,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.99000000953674,4.65999984741211,5.42000007629395,6.44000005722046,7.51999998092651,8.85000038146973,10.4399995803833,12.1899995803833,14.3400001525879,15.3000001907349,15.9499998092651,16.2099990844727,16.6599998474121,17.0300006866455,17.2800006866455,17.5100002288818,17.7000007629395,18.1700000762939,18.4400005340576,18.8199996948242,19.1900005340576,19.7999992370605,20.4500007629395,21.2099990844727,21.6700000762939,21.5900001525879,22.3400001525879,22.8799991607666,23.3099994659424,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7299995422363,33.5400009155273,33.5299987792969,33.7799987792969,33.439998626709,33.1399993896484,32.7799987792969,33.1699981689453,32.0800018310547,32.4799995422363,31.9699993133545,31.9899997711182,31.8899993896484,32.3300018310547,32.1100006103516,32.7299995422363,32.3400001525879,31.4699993133545,30.6000003814697,30.1399993896484,29.4500007629395,29.2800006866455,29.2199993133545,30.1200008392334,31.8600006103516,30.1000003814697,30.2900009155273,29.2999992370605,28.6399993896484,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.4899997711182,22.5699996948242,22.4799995422363,22.4300003051758,22.2900009155273,22.3299999237061,22.1599998474121,22.0200004577637,21.9200000762939,21.8899993896484,21.7600002288818,21.6100006103516,21.7399997711182,21.6000003814697,21.4300003051758,22.0300006866455,22.8999996185303,21.9899997711182,23.0599994659424,23.9799995422363,24.5,25.25,26.0599994659424,25.5799999237061,26.6000003814697,26.1100006103516,26.6200008392334,27.1200008392334,27.0300006866455,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0900001525879,15.3000001907349,15.0100002288818,15.3599996566772,15.8000001907349,16.3299999237061,17.7000007629395,17.8600006103516,17.0599994659424,17.6100006103516,17.7299995422363,17.9899997711182,18.0400009155273,18.0900001525879,18.0599994659424,18.2600002288818,18.6000003814697,18.5400009155273,18.6200008392334,19.0599994659424,18.5300006866455,18.6100006103516,19.0799999237061,19.75,20.2600002288818,22.1399993896484,23.4400005340576,24.8700008392334,25.0699996948242,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.560001373291,36.189998626709,36.0699996948242,35.4199981689453,34.6699981689453,32.9300003051758,33.3199996948242,33.0299987792969,32.3199996948242,31.0900001525879,30.0699996948242,29.2700004577637,29.3400001525879,28.3500003814697,26.2000007629395,27.2399997711182,27.4200000762939,28.2000007629395,27.7199993133545,26.2199993133545,25.1900005340576,24.6299991607666,23.5,21.5100002288818,21.0699996948242,20.4400005340576,19.8700008392334,19.3400001525879,18.8299999237061,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2700004577637,18.6200008392334,20.1900005340576,17.2399997711182,22.7199993133545,22.5499992370605,24.0599994659424,23.2800006866455,23.3899993896484,23.6900005340576,23.3700008392334,23.3700008392334,23.6499996185303,23.9200000762939,24.3199996948242,24.8500003814697,25.2600002288818,25.6200008392334,25.8600006103516,25.4300003051758,25.7399997711182,26.0699996948242,26.3400001525879,26.4200000762939,25.9300003051758,26.8099994659424,29,28.9099998474121,28.8899993896484,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8400001525879,17.7600002288818,19.4799995422363,20.1299991607666,21.9400005340576,23.5499992370605,22.1599998474121,19.2999992370605,19.5499992370605,20.4799995422363,19.1800003051758,20.5400009155273,21.9400005340576,23.3899993896484,22.5499992370605,23.2900009155273,23.2900009155273,22.6000003814697,22.4899997711182,22.7099990844727,21.7600002288818,21.8199996948242,22.4799995422363,25.9599990844727,26.1100006103516,26.3299999237061,25.3400001525879,25.1800003051758,25.4300003051758,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3800001144409,11.9799995422363,12.6899995803833,13.210000038147,13.710000038147,14.2600002288818,14.8400001525879,13.8900003433228,14.0100002288818,14.6199998855591,16.4400005340576,17.4899997711182,19.6000003814697,20.7099990844727,22.3999996185303,24.1599998474121,24.3799991607666,25.2299995422363,26.3600006103516,25.7199993133545,25.6200008392334,25.2199993133545,25.0900001525879,25.1000003814697,25.8799991607666,28.4300003051758,29.4200000762939,30.3799991607666,31.2600002288818,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1399993896484,24.1399993896484,24.0300006866455,24.0799999237061,24.1900005340576,24.2399997711182,24.3299999237061,24.4599990844727,24.5900001525879,24.6800003051758,24.7199993133545,25.5900001525879,25.9500007629395,26.1200008392334,26.5300006866455,26.9300003051758,27.6599998474121,28.2299995422363,29.4799995422363,30.7700004577637,31.6900005340576,32.8300018310547,33.8499984741211,34.8199996948242,35.7599983215332,36.8699989318848,37.9900016784668,38.4099998474121,38.9599990844727,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.1399993896484,71.6600036621094,71.5899963378906,71.9300003051758,72.5999984741211,73.0299987792969,73.2399978637695,73.6500015258789,73.9000015258789,73.5299987792969,74.5100021362305,74.6999969482422,75.1999969482422,75.0199966430664,75.2900009155273,75.3099975585938,75.5,75.0699996948242,75.629997253418,75.7900009155273,76.3499984741211,76.4899978637695,76.9300003051758,76.9199981689453,77.9700012207031,78.0199966430664,77.9700012207031,77.5,78.379997253418,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9099998474121,18.3899993896484,20,21.7099990844727,23.5799999237061,25.6000003814697,25.2000007629395,24.9099998474121,24.6700000762939,24.4899997711182,26.3999996185303,28.3899993896484,30.5100002288818,32.7200012207031,35.0499992370605,37.4099998474121,36.8699989318848,36.2900009155273,35.6800003051758,35.0699996948242,35.3800010681152,35.6800003051758,35.9700012207031,36.2799987792969,36.5800018310547,36.8699989318848,38.9799995422363,39.7700004577637,40.3800010681152,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2999992370605,24.4699993133545,24.6399993896484,24.8400001525879,25.0499992370605,25.3899993896484,25.6599998474121,25.8999996185303,26.1900005340576,26.6000003814697,26.9899997711182,27.4400005340576,27.9400005340576,28.4599990844727,29.0499992370605,29.6499996185303,30.5200004577637,31.4400005340576,32.5499992370605,33.7700004577637,30.6499996185303,31.7399997711182,32.7000007629395,32.5200004577637,32.3499984741211,32.8400001525879,33.2700004577637,33.6599998474121,34.060001373291,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8500003814697,16.0599994659424,16.0300006866455,15.3999996185303,15.539999961853,15.9099998474121,16.1000003814697,16.3700008392334,17.0200004577637,17.9899997711182,20.0699996948242,21.25,22.1100006103516,23.5900001525879,24.6900005340576,25.9200000762939,27.1499996185303,26.7700004577637,26.3400001525879,26.6499996185303,26.9799995422363,29.0400009155273,31.2000007629395,30.2399997711182,32.6100006103516,36.7000007629395,36.2999992370605,36.5999984741211,37.560001373291,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.8999996185303,19.7999992370605,21.2000007629395,23,24.7999992370605,26,26.3999996185303,26.7000007629395,26.8999996185303,27.4899997711182,27.6900005340576,28.5900001525879,29.2999992370605,30.6000003814697,31.3999996185303,32.2000007629395,32.4000015258789,33.2000007629395,34.0999984741211,34.5999984741211,35.7000007629395,36.0999984741211,38.5,40.5999984741211,42.2299995422363,43.5,44.9099998474121,45.6100006103516,47.25,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.3000030517578,66.3499984741211,69.5599975585938,71.4499969482422,72.4300003051758,74.0400009155273,75.4899978637695,77.1500015258789,78.5599975585938,79.379997253418,80.4199981689453,81.4599990844727,82.6699981689453,84.1600036621094,84.6699981689453,85.0299987792969,85.6800003051758,86.3000030517578,86.620002746582,86.9400024414063,87.2099990844727,87.4300003051758,87.6100006103516,87.75,87.9100036621094,88,88.2600021362305,88.5100021362305,88.75,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.5,21.7700004577637,22.0699996948242,22.3999996185303,22.6399993896484,22.8799991607666,23.1100006103516,23.3999996185303,23.7299995422363,24.0400009155273,24.2700004577637,24.4799995422363,24.7399997711182,24.9599990844727,25.2000007629395,25.5100002288818,25.7999992370605,26.0699996948242,26.4099998474121,26.6800003051758,27.6399993896484,28.6399993896484,29.1299991607666,29.6599998474121,30.2000007629395,30.7000007629395,31.2099990844727,31.7199993133545,32.2799987792969,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.3099994659424,29.4699993133545,31.4400005340576,32.5200004577637,37.5999984741211,37.7900009155273,38.1100006103516,37.310001373291,37.2099990844727,37.2900009155273,37.4900016784668,36.9000015258789,35.9099998474121,38.6699981689453,37.2400016784668,39.3499984741211,39.9199981689453,40.4599990844727,41.25,42.2200012207031,42.8199996948242,43,44.0699996948242,44.3199996948242,44.9199981689453,46.4599990844727,47.189998626709,48.0800018310547,49.1399993896484,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.6800003051758,58.8199996948242,59.5999984741211,60,60.5999984741211,61.060001373291,61.3699989318848,62.4799995422363,62.9199981689453,63.4900016784668,64.379997253418,65.3399963378906,66.2099990844727,67.0199966430664,67.5599975585938,67.879997253418,68.1800003051758,68.5599975585938,69.6399993896484,70.370002746582,70.6900024414063,70.8600006103516,70.9899978637695,71.2300033569336,71.3899993896484,71.7900009155273,71.9300003051758,72.0800018310547,72.4000015258789,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.2900009155273,25.8999996185303,26.5,27.0699996948242,27.7700004577637,28.4799995422363,29.3999996185303,30.1000003814697,30.3999996185303,31.1000003814697,31.6399993896484,32.3499984741211,33,33.6199989318848,34.1100006103516,34.9300003051758,35.7299995422363,36.2299995422363,37.0200004577637,37.75,38.4000015258789,39.0099983215332,39.6300010681152,40.2299995422363,40.9500007629395,41.3699989318848,42.2400016784668,43.1100006103516,43.4500007629395,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.5699996948242,50.2200012207031,52.5,53.8199996948242,54.7900009155273,56.2200012207031,57.7999992370605,60,61.1399993896484,61.25,62.560001373291,63.3499984741211,63.5800018310547,64.4499969482422,65.379997253418,66.1999969482422,66.9100036621094,67.5500030517578,68.5,68.379997253418,68.7799987792969,69.2900009155273,65.6600036621094,69.4100036621094,69.379997253418,69.8600006103516,69.8000030517578,69.8000030517578,70.2799987792969,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3900003433228,10.4399995803833,10.5799999237061,10.7299995422363,11.0699996948242,11.5,12.039999961853,12.5900001525879,12.9799995422363,13.5699996948242,14.1000003814697,14.5699996948242,15.2299995422363,16.0300006866455,16.7399997711182,17.2299995422363,18.0200004577637,18.9099998474121,19.4500007629395,20.2199993133545,20.8199996948242,21.3899993896484,22.0699996948242,22.8600006103516,23.4300003051758,23.9400005340576,24.4899997711182,24.9799995422363,25.6200008392334,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.4799995422363,62.1399993896484,62.9199981689453,63.7799987792969,64.7200012207031,65.7600021362305,66.6100006103516,67.5699996948242,69.129997253418,71.5500030517578,69.1399993896484,71.1699981689453,72.7399978637695,74.4599990844727,74.6900024414063,76.5699996948242,81.5899963378906,79.9100036621094,83.9199981689453,85.9300003051758,86.7399978637695,86.8000030517578,86.9700012207031,83.9499969482422,83.8000030517578,85.9300003051758,89.0299987792969,89.629997253418,89.9400024414063,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.1699981689453,46.5900001525879,46.8800010681152,47.2999992370605,47.689998626709,48.4099998474121,49.0499992370605,49.439998626709,49.9300003051758,49.4599990844727,51.7599983215332,53.0900001525879,53.7099990844727,55.310001373291,55.6399993896484,55.1100006103516,56.810001373291,57.3699989318848,59.4900016784668,59.0900001525879,59.6800003051758,59.1800003051758,59.3699989318848,59.6699981689453,60.0099983215332,61.1399993896484,60.9900016784668,62.2599983215332,62.7200012207031,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.0400009155273,51.2599983215332,51.5099983215332,51.810001373291,52.1100006103516,52.5200004577637,52.9900016784668,53.5,54.1199989318848,55,56.0400009155273,57.0900001525879,58.2099990844727,60.3800010681152,62.5,64.4800033569336,66.4199981689453,67.9800033569336,69.6699981689453,70.1100006103516,70.4100036621094,70.879997253418,71.3399963378906,71.6399993896484,71.7799987792969,72.0100021362305,72.1900024414063,72.2600021362305,72.5500030517578,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.5200004577637,37.4500007629395,38.2299995422363,38.560001373291,35.9300003051758,36.0099983215332,34.3499984741211,34.439998626709,34.9799995422363,37.2200012207031,37.9900016784668,40.7400016784668,41.3800010681152,43.7000007629395,43.2999992370605,43.8899993896484,44.7400016784668,44.1800003051758,45.0499992370605,50.2400016784668,49.6300010681152,46.810001373291,49.7599983215332,51.2999992370605,51.2599983215332,50.6500015258789,52,52.7299995422363,53.1100006103516,..,..
